0.000000	0.000000	2.000000	1.000000	0.016667	0.016667	0.050755
0.000000	1.000000	2.000000	1.000000	0.016667	0.016667	0.049041
0.000000	2.000000	2.000000	1.000000	0.016667	0.016667	0.049381
0.000000	3.000000	2.000000	1.000000	0.016667	0.016667	0.050017
0.000000	4.000000	2.000000	1.000000	0.016667	0.016667	0.053096
0.000000	5.000000	2.000000	1.000000	0.016667	0.016667	0.049983
0.000000	6.000000	2.000000	1.000000	0.016667	0.016667	0.049114
0.000000	7.000000	2.000000	1.000000	0.016667	0.016667	0.049920
0.000000	8.000000	2.000000	1.000000	0.016667	0.016667	0.050889
0.000000	9.000000	2.000000	1.000000	0.016667	0.016667	0.051780
