timestamp_1	timestamp_2	timestamp_3	timestamp_4	timestamp_5	timestamp_6	timestamp_7
0	1	1	2	0.0166666666666667	0.0909042090061121	0.0539551659967401
0	2	1	2	0.0166666666666667	0.0273892499972135	0.043028250001953
0	3	1	2	0.0166666666666667	0.0120545419995324	0.0428039580001496
0	4	1	2	0.0166666666666667	0.0308369589984068	0.052088290998654
0	5	1	2	0.0166666666666667	0.0172416659988812	0.0494478339969646
0	6	1	2	0.0166666666666667	0.0114297500040266	0.0427766249995329
0	7	1	2	0.0166666666666667	0.0117192079997039	0.0420993340012501
0	8	1	2	0.0166666666666667	0.011042540994822	0.0429486249995534
0	9	1	2	0.0166666666666667	0.0121816250029951	0.0499084580005729
0	10	1	2	0.0166666666666667	0.011736958003894	0.0503904169963789
